pid	DOB	status	status_date	sex
4347	1983-01-27	dead	1979-10-24	F
4348	1979-10-13	alive	2016-12-31	M
4349	1983-05-08	alive	2016-12-31	F
4350	1943-02-23	dead	1960-05-07	M
4351	2007-03-10	dead	2007-03-27	F
4352	2001-04-13	dead	1965-12-12	M
4353	1947-10-31	dead	2002-06-11	F
4354	1966-02-14	alive	2016-12-31	M
4355	1966-06-29	dead	1992-09-18	F
4356	1972-01-10	dead	1973-03-12	M
4357	2000-04-11	dead	2012-12-05	F
4358	2007-08-03	dead	2010-11-15	M
4359	2005-02-05	dead	2008-09-27	F
4361	1984-12-05	dead	1964-05-08	F
4362	1940-05-21	dead	1999-04-29	M
4363	1941-03-20	dead	2002-02-26	F
4364	1953-09-30	dead	1976-08-06	M
4365	1974-11-06	alive	2016-12-31	F
4366	1981-12-10	dead	1985-08-22	M
4367	1982-03-16	dead	2012-05-08	F
4368	1947-12-25	dead	1978-05-22	M
4369	1951-10-29	dead	1973-03-28	F
4370	1963-10-10	dead	1990-07-23	M
4371	2007-04-15	alive	2016-12-31	F
4372	1971-08-13	alive	2016-12-31	M
4373	1983-04-11	dead	1992-07-21	F
4374	2000-03-11	dead	2008-08-13	M
4375	1962-12-23	dead	1970-02-07	F
4376	1974-10-27	dead	2000-10-18	M
4377	1959-02-07	alive	2016-12-31	F
4378	1953-07-27	dead	2001-12-25	M
4379	1968-05-09	dead	1977-11-24	F
4380	1986-02-11	dead	1973-01-17	M
4381	1980-03-18	dead	1996-12-22	F
4382	1970-09-01	dead	1973-12-12	M
4383	1989-10-05	dead	1983-09-10	F
4384	1944-03-29	dead	1971-12-06	M
4385	1956-09-06	dead	2007-02-04	F
4386	1973-03-07	dead	2016-10-17	M
4387	1968-08-15	dead	2006-03-10	F
4389	1987-05-23	dead	1983-12-16	F
4390	1940-08-04	dead	1979-07-26	M
4391	1999-09-10	alive	2016-12-31	F
4392	1974-02-08	dead	1989-08-22	M
4393	1974-10-11	dead	1965-08-12	F
4394	2009-07-04	dead	1971-03-23	M
4395	1950-10-10	dead	1988-09-13	F
4396	1942-10-09	dead	1983-07-28	M
4397	1946-04-22	dead	2004-09-14	F
4398	1951-04-19	dead	1962-02-21	M
4399	1969-10-08	dead	1997-10-03	F
4400	1968-05-26	alive	2016-12-31	M
4401	1947-09-27	dead	1966-03-29	F
4402	1999-05-04	dead	1964-07-11	M
4404	1974-11-20	dead	1971-10-30	M
4405	1941-09-24	dead	1994-05-22	F
4406	1998-10-12	alive	2016-12-31	M
4407	1983-07-30	dead	1973-12-08	F
4408	1967-02-12	alive	2016-12-31	M
4409	1969-09-24	alive	2016-12-31	F
4410	1948-10-26	dead	1983-07-04	M
4411	2000-04-28	dead	1995-10-05	F
4412	1970-12-28	dead	1980-02-13	M
4413	1957-01-11	alive	2016-12-31	F
4414	1967-07-16	dead	1966-04-09	M
4415	1953-08-13	alive	2016-12-31	F
4416	1960-11-29	alive	2016-12-31	M
4417	1958-11-28	dead	1976-05-19	F
4419	1963-02-01	dead	1991-01-20	F
4420	1994-04-24	dead	1986-01-29	M
4421	1945-02-26	alive	2016-12-31	F
4422	1950-02-25	dead	2013-10-20	M
4423	1957-06-29	dead	2003-01-28	F
4425	1966-12-02	alive	2016-12-31	F
4426	2006-12-13	dead	1984-07-30	M
4428	1976-06-21	dead	2004-06-23	M
4429	1995-04-30	dead	1986-02-22	F
4430	2001-07-09	dead	1996-05-08	M
4432	1968-09-22	dead	1967-07-25	M
4433	1950-12-17	dead	2016-04-27	F
4434	1988-05-12	dead	1964-12-26	M
4435	1979-07-24	dead	1997-03-20	F
4436	1968-01-26	alive	2016-12-31	M
4437	1991-06-14	dead	1995-04-28	F
4438	1951-07-14	alive	2016-12-31	M
4439	1949-01-25	dead	1970-08-31	F
4440	1983-10-22	alive	2016-12-31	M
4441	1948-08-01	dead	1983-03-23	F
4442	1986-01-26	alive	2016-12-31	M
4443	1960-11-09	dead	2008-03-05	F
4444	1948-04-26	dead	1996-07-12	M
4446	1949-03-20	dead	2009-08-11	M
4447	1992-11-28	dead	1999-04-21	F
4449	1980-01-12	dead	1975-09-19	F
4450	2000-01-10	dead	1967-05-24	M
4451	1942-07-06	dead	1962-08-23	F
4452	1972-02-07	alive	2016-12-31	M
4453	1966-06-08	dead	1991-12-19	F
4454	1999-01-28	dead	1980-08-18	M
4455	1975-01-18	dead	1981-12-31	F
4456	1987-07-20	alive	2016-12-31	M
4458	1995-05-08	dead	1991-01-29	M
4459	1980-04-26	dead	1982-11-25	F
4460	1988-09-25	dead	2004-05-31	M
4461	1986-10-16	alive	2016-12-31	F
4462	1998-11-28	dead	2013-11-26	M
4463	1967-11-12	dead	2000-08-03	F
4464	1940-09-11	dead	1968-02-05	M
4465	1953-02-01	alive	2016-12-31	F
4466	1983-04-19	dead	2001-06-29	M
4467	1987-01-22	dead	1975-02-06	F
4468	1982-07-29	alive	2016-12-31	M
4469	2005-03-28	alive	2016-12-31	F
4470	1986-07-29	alive	2016-12-31	M
4471	1984-01-22	dead	1991-01-21	F
4472	1946-08-25	dead	1995-10-25	M
4473	1974-11-04	dead	1966-12-26	F
4474	1987-05-19	dead	1999-07-29	M
4475	2004-04-24	dead	2001-09-19	F
4476	1991-06-23	dead	1995-04-30	M
4477	1945-04-06	dead	1964-08-01	F
4478	1961-12-07	dead	2009-11-28	M
4479	1975-03-23	alive	2016-12-31	F
4480	1957-10-11	dead	1983-08-01	M
4481	1990-06-05	dead	1965-10-15	F
4482	1949-01-23	dead	1980-10-20	M
4483	1966-06-26	dead	1963-05-09	F
4484	1951-03-02	dead	1974-01-14	M
4485	1977-10-13	dead	1974-05-14	F
4486	2001-01-03	dead	1987-11-10	M
4487	2008-06-11	alive	2016-12-31	F
4488	1966-05-24	dead	2008-12-14	M
4489	1986-12-21	dead	1975-11-21	F
4490	1972-07-30	dead	1964-02-25	M
4491	1954-03-04	dead	1982-02-02	F
4492	1950-06-14	dead	1976-02-19	M
4494	1947-05-13	dead	1987-05-10	M
4495	1971-06-05	dead	2013-07-24	F
4496	1990-09-08	dead	1996-02-09	M
4497	1944-02-26	alive	2016-12-31	F
4498	1974-07-04	dead	1993-04-04	M
4499	1984-12-23	dead	2004-10-05	F
4500	1998-02-23	dead	1969-07-03	M
4501	1979-02-05	alive	2016-12-31	F
4502	1955-06-25	dead	1990-04-10	M
4503	2005-04-06	dead	1983-05-03	F
4504	1942-07-31	dead	2003-11-10	M
4505	1999-04-20	dead	1982-09-21	F
4507	1940-03-01	dead	2002-05-13	F
4508	1944-06-20	dead	1972-10-25	M
4509	1976-04-01	alive	2016-12-31	F
4510	1999-03-26	alive	2016-12-31	M
4511	1963-02-13	dead	2005-07-29	F
4512	1957-08-14	dead	2015-01-31	M
4513	1979-03-20	dead	1969-06-25	F
4514	1993-12-02	dead	1987-06-05	M
4515	1987-10-29	alive	2016-12-31	F
4516	1997-08-02	dead	1975-04-26	M
4517	1944-10-04	dead	1978-04-04	F
4518	1998-08-14	dead	1988-12-16	M
4519	1962-09-03	dead	2007-06-20	F
4520	1996-06-23	dead	2010-03-31	M
4521	1977-08-01	alive	2016-12-31	F
4522	1979-03-27	dead	1981-11-02	M
4523	1966-05-18	dead	1986-02-26	F
4524	1967-07-05	dead	2015-04-20	M
4525	1968-03-16	dead	1989-07-02	F
4526	1964-11-10	dead	1962-12-03	M
4527	1989-09-03	dead	1988-12-31	F
4528	1995-02-20	alive	2016-12-31	M
4529	1958-08-27	dead	1993-06-04	F
4530	1952-07-09	dead	1985-04-08	M
4531	1994-12-24	dead	1985-06-05	F
4532	1950-03-11	dead	2001-05-20	M
4533	1954-03-26	dead	1985-04-25	F
4534	1987-01-13	dead	2013-10-28	M
4535	1992-08-20	dead	1978-10-11	F
4536	1947-12-22	alive	2016-12-31	M
4537	2002-07-11	dead	1980-11-10	F
4538	1987-12-26	dead	1995-07-15	M
4539	2007-07-12	dead	1970-06-18	F
4540	1961-04-15	dead	1979-10-02	M
4541	1959-02-02	dead	1996-10-15	F
4542	1960-06-06	alive	2016-12-31	M
4543	2003-05-07	dead	1974-12-14	F
4544	1982-01-17	dead	2012-05-31	M
4545	1975-02-12	dead	2007-08-17	F
4546	1990-08-17	dead	2006-05-31	M
4547	1953-08-10	alive	2016-12-31	F
4548	1948-02-14	dead	1989-01-21	M
4549	1955-08-09	dead	1994-11-12	F
4550	1974-06-24	dead	1972-11-27	M
4551	1978-10-01	dead	1966-05-31	F
4552	1994-07-23	dead	2015-01-11	M
4553	1989-12-07	dead	1980-01-20	F
4554	1984-10-01	dead	1973-02-14	M
4555	2007-01-01	dead	1973-05-29	F
4556	1943-05-10	alive	2016-12-31	M
4557	1971-02-26	dead	1978-06-01	F
4558	1952-08-11	alive	2016-12-31	M
4559	2001-01-17	dead	1961-01-13	F
4560	1983-12-09	dead	1973-10-25	M
4561	1970-12-06	dead	1969-02-10	F
4562	2000-09-17	dead	1963-09-29	M
4563	2001-08-08	alive	2016-12-31	F
4564	1951-01-30	dead	1974-01-29	M
4565	1991-04-26	dead	2015-05-16	F
4566	2009-12-27	dead	1972-06-27	M
4567	1949-11-30	dead	1975-12-15	F
4568	1955-12-09	dead	2000-03-13	M
4570	1950-10-31	dead	1961-08-01	M
4571	1971-06-11	dead	1965-07-19	F
4573	1966-11-29	dead	1991-12-31	F
4574	1990-10-14	alive	2016-12-31	M
4575	1992-08-27	dead	1991-06-10	F
4576	1940-09-17	dead	1963-10-19	M
4577	1947-04-24	dead	1964-06-13	F
4578	2009-11-28	dead	1992-01-12	M
4579	1995-06-28	dead	2013-03-08	F
4580	1966-10-10	dead	1974-10-16	M
4581	1953-09-12	dead	2005-07-21	F
4582	1977-10-06	alive	2016-12-31	M
4583	1947-03-23	alive	2016-12-31	F
4584	1995-07-29	dead	1993-06-19	M
4585	1953-01-19	dead	2008-05-03	F
4586	1978-04-10	dead	2010-08-13	M
4587	1972-05-22	dead	1975-07-15	F
4588	1941-01-30	alive	2016-12-31	M
4589	1987-05-15	dead	2012-02-15	F
4590	1986-09-08	alive	2016-12-31	M
4591	1948-02-25	dead	1979-10-28	F
4592	1942-08-24	dead	1976-08-04	M
4593	1980-02-07	dead	1981-06-23	F
4594	1951-11-22	dead	1971-01-09	M
4595	1957-10-30	alive	2016-12-31	F
4596	1995-03-23	alive	2016-12-31	M
4597	1998-11-26	dead	2010-01-17	F
4599	1988-03-29	dead	1987-06-11	F
4600	1942-11-06	alive	2016-12-31	M
4601	2009-04-12	dead	1995-09-29	F
4602	1967-10-24	dead	2002-07-09	M
4603	1988-01-12	dead	2012-07-22	F
4604	1964-01-18	dead	2014-05-14	M
4605	1948-10-02	dead	1989-12-17	F
4606	1958-12-09	dead	1985-11-03	M
4607	1990-10-10	dead	2007-12-30	F
4608	1998-02-22	dead	1986-04-24	M
4609	1974-03-26	dead	1993-11-04	F
4610	1956-01-10	dead	2009-09-14	M
4611	1992-04-18	dead	1964-04-11	F
4612	1993-10-29	alive	2016-12-31	M
4613	1953-04-08	dead	1974-08-15	F
4614	1983-10-10	dead	2000-08-22	M
4615	2006-07-15	dead	1996-04-27	F
4616	1942-05-01	dead	2016-04-10	M
4617	2001-09-17	dead	1991-05-20	F
4618	1963-03-15	alive	2016-12-31	M
4619	2009-08-09	dead	1973-06-01	F
4620	1966-04-27	dead	1973-02-28	M
4621	1960-05-21	alive	2016-12-31	F
4622	1980-08-09	alive	2016-12-31	M
4623	1964-03-28	dead	1968-07-14	F
4624	1962-01-15	dead	1980-02-05	M
4625	1964-01-13	dead	2002-01-27	F
4626	2001-12-07	alive	2016-12-31	M
4627	2008-03-14	dead	1963-08-09	F
4628	1964-09-16	alive	2016-12-31	M
4629	1944-03-18	alive	2016-12-31	F
4630	2001-02-26	dead	1999-08-03	M
4631	1961-08-15	dead	1960-04-24	F
4633	1997-03-05	dead	1999-03-23	F
4635	1949-12-18	dead	1988-07-23	F
4636	1949-01-22	dead	2002-01-18	M
4637	1998-07-13	dead	1981-08-18	F
4638	1980-10-11	dead	1975-06-22	M
4639	1972-06-19	dead	1996-05-18	F
4640	1971-07-27	dead	1980-10-23	M
4641	1977-09-22	dead	2012-01-16	F
4642	1955-01-27	alive	2016-12-31	M
4643	2008-05-19	dead	1987-09-06	F
4644	1957-01-23	alive	2016-12-31	M
4645	1996-12-29	alive	2016-12-31	F
4646	1964-10-08	dead	2012-06-09	M
4647	1946-03-27	alive	2016-12-31	F
4648	1968-06-06	dead	1961-11-30	M
4649	1987-10-23	alive	2016-12-31	F
4650	1973-03-21	dead	1966-07-30	M
4651	1960-12-03	alive	2016-12-31	F
4652	1989-10-31	dead	1960-02-28	M
4653	1948-06-16	alive	2016-12-31	F
4654	1991-05-12	dead	1994-08-12	M
4655	1958-06-09	dead	2014-05-10	F
4656	1992-02-27	alive	2016-12-31	M
4657	1991-09-09	alive	2016-12-31	F
4658	2003-08-06	dead	2006-11-18	M
4659	1964-10-06	dead	1961-11-23	F
4660	1978-12-15	alive	2016-12-31	M
4661	1984-07-20	dead	2000-01-11	F
4662	1962-08-13	dead	1970-04-21	M
4665	1974-03-13	dead	1981-03-27	F
4666	1954-11-19	dead	1995-10-31	M
4667	1999-12-07	dead	1992-12-09	F
4668	1947-07-06	dead	1972-01-02	M
4669	1940-06-01	alive	2016-12-31	F
4670	2004-06-12	alive	2016-12-31	M
4671	1972-06-27	dead	1961-05-04	F
4672	1943-02-25	dead	2016-08-20	M
4673	1988-03-27	dead	1968-12-01	F
4674	2008-04-09	dead	1960-03-17	M
4675	2001-07-16	dead	2013-05-21	F
4676	1940-02-16	dead	2004-08-24	M
4677	1969-01-24	dead	2016-04-02	F
4678	2006-11-28	dead	1996-08-01	M
4679	1967-04-14	dead	1982-10-19	F
4680	1962-10-31	dead	1962-11-07	M
4681	1979-11-01	dead	1973-05-11	F
4683	1978-09-23	dead	1991-07-10	F
4684	1988-10-30	dead	1960-05-03	M
4685	1997-12-28	dead	2009-11-03	F
4686	1996-11-24	dead	2011-08-07	M
4687	1945-06-04	alive	2016-12-31	F
4689	1983-10-18	dead	1960-01-14	F
4690	2008-04-22	dead	1997-10-20	M
4691	1998-05-28	dead	2001-02-11	F
4692	1980-08-20	dead	1969-02-08	M
4693	1992-07-12	dead	1985-06-02	F
4695	1992-04-24	dead	1977-02-16	F
4697	1949-01-10	dead	1988-02-06	F
4698	1985-04-10	dead	1963-02-18	M
4699	1978-04-05	dead	1967-09-25	F
4700	1961-07-08	alive	2016-12-31	M
4701	1993-01-19	dead	2009-01-16	F
4702	1956-03-16	dead	1960-01-03	M
4703	1940-11-07	dead	2011-09-21	F
4704	1948-11-20	dead	2007-09-19	M
4705	1993-01-02	dead	1965-09-03	F
4706	1979-10-01	dead	1993-12-18	M
4707	1985-12-27	dead	1991-05-29	F
4708	1961-09-03	dead	2010-03-30	M
4709	2008-09-10	dead	1965-02-02	F
4710	1995-06-09	dead	2014-01-05	M
4711	1996-04-04	dead	1978-12-03	F
4712	2009-08-25	dead	2001-10-04	M
4713	1951-08-24	dead	1993-04-25	F
4714	1991-08-16	dead	1988-04-27	M
4715	1981-08-19	dead	2015-10-24	F
4716	1960-01-08	dead	1966-03-28	M
4717	2005-09-09	dead	1993-04-14	F
4718	1950-11-09	alive	2016-12-31	M
4719	1952-05-19	dead	1980-12-28	F
4720	1968-11-03	alive	2016-12-31	M
4721	1990-03-17	dead	1979-01-29	F
4722	1947-02-11	dead	1979-02-12	M
4723	1969-03-06	dead	2000-11-11	F
4724	1949-07-16	dead	1987-03-18	M
4725	2009-09-21	dead	1987-02-13	F
4726	1968-05-01	dead	1974-01-21	M
4727	2009-05-09	dead	1989-07-29	F
4728	1981-09-10	dead	1974-06-20	M
4729	1941-07-16	dead	2010-03-20	F
4730	1989-10-22	dead	1964-08-18	M
4731	1978-08-18	alive	2016-12-31	F
4732	1950-07-19	dead	2007-01-13	M
4733	1982-04-04	dead	1997-09-28	F
4734	1968-01-01	alive	2016-12-31	M
4735	1976-03-20	dead	1972-03-24	F
4736	1992-12-07	alive	2016-12-31	M
4737	1957-02-09	dead	1965-02-17	F
4738	1941-12-20	alive	2016-12-31	M
4739	1972-03-22	dead	2001-05-05	F
4740	1952-11-03	dead	1984-11-02	M
4741	1944-10-17	dead	1998-05-20	F
4742	1942-06-29	dead	2015-03-13	M
4743	1948-07-01	dead	1968-02-18	F
4744	1991-05-15	dead	1973-04-01	M
4745	1986-08-07	dead	1968-05-23	F
4746	2004-01-17	dead	1964-04-16	M
4747	1943-10-03	dead	2000-03-23	F
4748	1956-05-10	dead	1986-03-29	M
4750	1992-04-01	dead	2003-06-11	M
4751	1956-02-09	dead	1996-03-02	F
4752	1970-04-18	dead	1978-10-23	M
4753	1961-08-25	dead	1998-07-09	F
4755	1960-12-05	dead	1977-12-31	F
4756	1961-11-14	alive	2016-12-31	M
4757	1992-03-28	dead	1971-08-23	F
4758	1956-11-15	dead	1998-12-21	M
4759	1942-08-21	dead	1985-03-09	F
4760	1988-10-24	dead	1981-12-06	M
4761	1962-04-29	dead	2014-06-25	F
4762	1996-08-11	dead	1998-09-04	M
4763	1956-09-10	alive	2016-12-31	F
4764	1949-03-29	alive	2016-12-31	M
4765	1993-11-12	dead	1970-03-15	F
4766	1991-02-21	dead	1996-08-12	M
4767	1991-08-12	dead	1961-02-13	F
4768	1990-08-18	dead	1984-10-17	M
4769	1983-10-16	dead	2005-11-15	F
4770	1940-01-22	dead	1995-02-04	M
4771	1974-03-06	dead	1974-06-24	F
4772	1942-01-31	dead	2011-02-24	M
4773	2008-05-10	dead	1963-05-16	F
4774	1953-09-21	dead	1990-04-27	M
4775	2007-05-26	dead	1984-01-15	F
4776	1979-12-01	alive	2016-12-31	M
4777	1994-05-28	dead	2008-11-28	F
4778	1969-07-20	dead	1984-10-15	M
4779	1992-02-24	dead	1988-08-26	F
4780	1972-07-12	alive	2016-12-31	M
4781	1975-12-27	dead	2013-08-26	F
4782	1959-12-30	dead	2004-06-15	M
4783	1983-01-22	dead	1972-06-07	F
4784	1986-01-09	dead	1962-12-11	M
4785	1963-02-10	dead	2002-09-08	F
4786	1941-07-30	alive	2016-12-31	M
4787	1959-09-05	dead	1975-09-02	F
4788	1994-05-23	dead	1991-12-07	M
4789	1962-09-26	dead	2010-01-23	F
4790	1990-03-01	dead	1973-05-06	M
4791	2007-05-16	alive	2016-12-31	F
4792	1941-09-14	dead	1979-02-13	M
4793	1958-01-11	dead	1970-06-06	F
4794	1960-08-05	dead	2010-05-31	M
4795	1971-04-04	dead	1992-01-07	F
4796	2000-02-13	dead	1967-12-26	M
4797	2008-12-17	dead	1967-03-05	F
4798	1957-03-12	dead	1981-01-09	M
4799	1971-09-20	dead	1977-11-11	F
4800	1946-04-02	dead	2015-07-08	M
4801	1950-11-14	dead	2000-09-22	F
4802	1997-03-01	dead	1985-07-04	M
4803	1986-10-27	dead	1974-09-18	F
4804	1974-08-20	dead	2003-07-03	M
4805	2005-04-08	dead	1975-03-17	F
4806	1947-10-06	dead	1967-01-07	M
4807	1968-03-09	dead	2004-01-24	F
4809	2009-02-28	dead	1987-08-25	F
4810	1994-01-14	alive	2016-12-31	M
4811	1963-09-28	dead	1999-05-10	F
4812	1960-03-06	dead	1982-05-28	M
4813	1970-06-04	dead	2010-07-23	F
4814	1954-08-30	dead	2000-12-31	M
4815	1976-05-09	dead	2016-05-14	F
4816	1961-01-15	alive	2016-12-31	M
4817	1940-01-12	alive	2016-12-31	F
4818	1964-09-04	dead	1980-05-18	M
4819	2005-09-03	dead	1972-03-10	F
4820	1955-04-28	dead	2011-08-14	M
4821	1994-06-13	dead	1967-11-14	F
4822	1968-08-04	dead	2012-12-28	M
4823	1965-05-04	dead	1983-11-24	F
4824	1959-06-17	dead	1981-10-14	M
4825	1999-02-25	dead	1972-01-27	F
4826	2000-05-03	dead	1982-06-26	M
4827	1949-01-02	dead	2014-11-28	F
4828	1972-08-21	dead	2009-04-26	M
4829	1977-11-01	dead	1967-05-02	F
4830	1983-06-29	dead	1985-01-23	M
4831	1973-07-16	dead	1979-01-24	F
4832	2009-11-18	dead	2010-09-25	M
4833	1965-12-12	alive	2016-12-31	F
4834	1990-03-18	dead	2010-05-02	M
4835	1956-06-14	alive	2016-12-31	F
4836	1947-03-04	dead	2004-04-04	M
4837	1943-12-01	dead	1966-12-19	F
4838	1964-10-12	alive	2016-12-31	M
4839	1972-01-30	dead	2001-05-25	F
4840	1977-10-09	dead	2010-09-28	M
4841	2009-06-04	dead	1999-10-19	F
4842	1976-06-17	alive	2016-12-31	M
4843	1983-08-06	alive	2016-12-31	F
4844	1985-02-07	dead	1998-07-24	M
4845	1963-06-15	dead	1988-09-23	F
4846	1940-03-31	dead	2004-11-11	M
4847	1961-06-03	dead	2015-09-04	F
4848	2003-03-23	dead	2014-10-04	M
4850	1970-03-04	dead	1978-01-21	M
4851	1990-04-04	dead	2011-02-16	F
4852	1993-11-27	alive	2016-12-31	M
4853	2007-11-19	dead	2007-10-22	F
4854	1973-03-10	dead	2013-04-24	M
4855	1957-05-21	dead	1992-09-12	F
4856	1996-03-09	dead	1962-04-30	M
4857	1952-10-27	alive	2016-12-31	F
4858	1960-11-03	dead	2002-08-31	M
4859	1941-11-02	dead	2005-09-17	F
4860	1953-06-08	dead	2004-10-11	M
4861	1965-11-22	alive	2016-12-31	F
4862	1963-12-12	alive	2016-12-31	M
4863	1991-11-17	dead	1988-06-21	F
4864	1985-07-07	alive	2016-12-31	M
4866	2002-01-09	dead	2005-10-23	M
4867	1999-04-10	dead	1975-12-18	F
4868	2005-08-03	dead	2006-06-11	M
4869	1970-05-22	dead	1975-05-01	F
4870	1971-08-10	dead	1990-11-12	M
4871	1941-02-06	alive	2016-12-31	F
4872	1991-07-05	dead	2002-02-24	M
4873	1945-06-30	dead	1997-05-30	F
4874	1974-11-28	alive	2016-12-31	M
4875	1993-07-31	dead	2002-03-16	F
4876	2009-01-25	dead	2012-06-20	M
4877	1949-10-11	dead	1988-05-09	F
4878	1996-04-06	alive	2016-12-31	M
4879	1970-01-01	alive	2016-12-31	F
4880	1949-01-14	dead	1963-01-27	M
4881	1991-03-18	dead	2006-01-27	F
4882	1993-01-09	dead	1964-02-18	M
4883	1940-06-22	dead	2006-11-09	F
4884	1957-10-04	alive	2016-12-31	M
4885	1947-08-15	alive	2016-12-31	F
4886	1960-03-20	dead	1992-08-29	M
4887	1945-01-31	dead	1968-08-06	F
4888	2005-12-16	alive	2016-12-31	M
4889	2008-07-07	alive	2016-12-31	F
4890	1994-06-10	dead	1962-02-02	M
4891	1969-03-17	dead	1985-11-04	F
4892	1964-11-07	dead	1982-03-10	M
4893	1981-05-06	dead	2015-10-19	F
4894	2007-10-31	dead	1974-03-24	M
4895	1994-12-12	dead	1995-09-27	F
4896	1947-11-09	dead	1990-11-24	M
4897	1943-03-12	dead	2003-05-25	F
4898	2006-01-05	dead	1991-02-09	M
4899	1960-04-14	dead	1985-10-11	F
4900	2003-10-17	dead	1972-01-01	M
4901	1998-04-18	dead	1975-10-24	F
4902	1955-06-10	dead	1982-06-01	M
4903	1955-10-17	dead	1974-02-10	F
4904	1973-05-18	dead	1965-07-09	M
4905	1973-10-27	dead	1966-05-19	F
4906	1943-09-08	dead	2001-07-09	M
4907	1960-11-10	dead	1963-05-03	F
4908	1942-04-01	dead	1986-08-16	M
4909	1979-05-06	dead	1981-03-25	F
4910	1992-10-01	dead	2001-04-29	M
4911	1953-08-16	alive	2016-12-31	F
4912	1985-02-26	dead	1962-04-10	M
4913	2009-09-15	alive	2016-12-31	F
4914	1987-07-15	alive	2016-12-31	M
4915	1989-02-19	alive	2016-12-31	F
4916	1972-04-30	dead	2005-09-04	M
4917	2003-03-06	dead	1965-06-17	F
4918	1993-10-24	dead	1986-08-04	M
4919	1957-10-20	alive	2016-12-31	F
4920	1967-07-13	dead	1974-04-15	M
4921	1980-07-15	dead	2008-11-18	F
4922	1964-07-27	dead	1999-07-30	M
4923	1999-04-14	alive	2016-12-31	F
4924	1973-06-28	alive	2016-12-31	M
4926	2000-01-01	alive	2016-12-31	M
4927	1989-04-21	dead	2007-09-09	F
4928	1953-09-27	dead	1961-08-31	M
4929	2002-07-30	dead	1999-06-09	F
4930	1980-11-05	dead	1971-11-22	M
4931	1996-01-15	dead	2005-06-30	F
4932	1985-01-12	alive	2016-12-31	M
4933	1944-12-30	dead	1988-07-19	F
4934	1990-03-13	alive	2016-12-31	M
4935	1992-12-22	dead	2006-10-21	F
4936	1970-12-17	dead	1983-08-21	M
4937	1961-01-13	dead	1967-01-28	F
4938	1954-12-11	dead	1982-04-01	M
4939	1984-02-04	dead	1992-06-01	F
4940	1953-08-07	dead	1976-07-24	M
4941	1955-02-07	alive	2016-12-31	F
4942	1956-02-18	dead	1982-08-24	M
4943	1941-09-11	dead	1988-03-25	F
4945	1970-08-25	alive	2016-12-31	F
4946	1940-01-01	alive	2016-12-31	M
4947	1962-06-05	dead	1980-10-01	F
4948	1943-07-25	dead	2012-01-20	M
4949	1977-11-22	dead	1999-02-16	F
4950	1955-02-14	alive	2016-12-31	M
4951	1943-03-06	dead	1970-07-06	F
4952	1959-03-28	dead	1963-01-21	M
4953	1973-06-03	dead	1976-11-02	F
4954	2001-04-27	dead	1987-06-01	M
4956	2008-02-10	dead	1962-01-19	M
4957	1994-08-23	alive	2016-12-31	F
4958	1964-10-15	dead	1974-08-13	M
4959	1963-03-10	dead	1985-12-04	F
4960	1946-10-08	dead	1971-02-25	M
4961	1951-12-23	dead	2008-08-03	F
4962	1984-08-16	dead	1961-01-19	M
4963	1999-09-03	dead	1962-02-17	F
4964	2007-09-19	dead	1985-10-09	M
4965	1961-08-16	alive	2016-12-31	F
4966	1946-02-11	dead	2006-09-12	M
4967	1961-01-22	dead	2010-08-28	F
4968	1993-09-04	dead	1993-02-25	M
4969	1949-03-13	alive	2016-12-31	F
4970	1993-10-09	dead	1962-06-03	M
4971	1989-08-12	dead	1989-08-24	F
4972	1973-02-08	dead	1996-05-26	M
4973	2008-09-26	dead	1982-09-07	F
4974	1974-06-16	dead	1972-01-10	M
4975	1961-07-07	alive	2016-12-31	F
4976	1973-05-27	dead	1990-04-20	M
4977	1940-10-26	dead	1994-09-30	F
4979	1942-07-27	dead	1973-04-08	F
4980	2005-04-23	dead	1973-05-30	M
4981	1983-09-22	dead	1964-03-19	F
4982	1945-05-09	dead	1996-02-28	M
4983	1997-08-29	alive	2016-12-31	F
4984	1943-10-06	dead	1978-03-19	M
4985	1982-04-29	dead	1971-12-05	F
4986	1989-10-06	dead	2004-08-29	M
4987	1981-04-17	dead	2014-06-23	F
4988	1997-04-09	dead	1981-12-03	M
4989	1991-06-21	alive	2016-12-31	F
4990	1944-09-09	dead	1982-01-09	M
4991	2003-07-27	dead	1986-05-15	F
4992	1943-06-27	alive	2016-12-31	M
4993	1962-06-14	dead	1978-10-22	F
4994	2004-01-16	dead	1971-01-04	M
4995	1961-08-04	dead	1990-08-13	F
4996	2000-04-15	dead	2008-05-01	M
4997	1993-12-01	dead	1961-09-22	F
4998	1958-03-05	dead	1996-05-07	M
4999	1986-07-10	dead	1967-09-10	F
5000	1960-04-22	dead	2016-07-13	M
5001	1961-02-28	alive	2016-12-31	F
5002	1958-12-25	alive	2016-12-31	M
5003	1968-07-04	dead	2001-03-11	F
5004	2007-03-14	alive	2016-12-31	M
5006	1961-06-17	dead	1969-10-03	M
5007	1999-03-03	alive	2016-12-31	F
5008	1999-12-13	dead	1981-02-07	M
5009	1994-07-13	dead	1992-06-23	F
5010	1994-04-30	alive	2016-12-31	M
5011	1977-02-21	dead	1994-10-17	F
5012	1952-08-18	dead	1998-08-04	M
5013	1964-09-17	alive	2016-12-31	F
5014	1954-09-17	dead	1963-06-26	M
